Age,Tm,Lg,G_reg,W_reg,L_reg,W/L%_reg,W > .500,Finish,G_playoff,W_playoff,L_playoff,W/L%_playoff,Notes,coachName,coach_id,seasonStartYear,coachType
59.0,MEM,NBA,82,56,26,.683,15.0,2,15,8,7,.533,,Lionel Hollins,61,2012,Head Coach
61.0,BRK,NBA,82,38,44,.463,-3.0,3,6,2,4,.333,,Lionel Hollins,61,2014,Head Coach
62.0,BRK,NBA,37,10,27,.270,-8.5,4,,,,,,Lionel Hollins,61,2015,Head Coach
44.0,DAL,NBA,53,9,44,.170,-17.5,6,,,,,Interim,Gar Heard,62,1992,Head Coach
51.0,WAS,NBA,44,14,30,.318,-8.0,7,,,,,,Gar Heard,62,1999,Head Coach
48.0,ATL,NBA,82,25,57,.305,-16.0,7,,,,,,Lon Kruger,63,2000,Head Coach
49.0,ATL,NBA,82,33,49,.402,-8.0,6,,,,,,Lon Kruger,63,2001,Head Coach
50.0,ATL,NBA,27,11,16,.407,-2.5,5,,,,,,Lon Kruger,63,2002,Head Coach
39.0,IND,NBA,82.0,41.0,41.0,0.5,0.0,4.0,4.0,1.0,3.0,0.25,,Isiah Thomas,64,2000,Head Coach
40.0,IND,NBA,82.0,42.0,40.0,0.512,1.0,4.0,5.0,2.0,3.0,0.4,,Isiah Thomas,64,2001,Head Coach
41.0,IND,NBA,82.0,48.0,34.0,0.585,7.0,2.0,6.0,2.0,4.0,0.333,,Isiah Thomas,64,2002,Head Coach
45.0,NYK,NBA,82.0,33.0,49.0,0.402,-8.0,4.0,,,,,,Isiah Thomas,64,2006,Head Coach
46.0,NYK,NBA,82.0,23.0,59.0,0.28,-18.0,5.0,,,,,,Isiah Thomas,64,2007,Head Coach
39.0,NJN,NBA,82,26,56,.317,-15.0,6,,,,,,Byron Scott,65,2000,Head Coach
40.0,NJN,NBA,82,52,30,.634,11.0,1,20,11,9,.550,EC Champions,Byron Scott,65,2001,Head Coach
41.0,NJN,NBA,82,49,33,.598,8.0,1,20,14,6,.700,EC Champions,Byron Scott,65,2002,Head Coach
42.0,NJN,NBA,42,22,20,.524,1.0,1,,,,,,Byron Scott,65,2003,Head Coach
43.0,NOH,NBA,82,18,64,.220,-23.0,5,,,,,,Byron Scott,65,2004,Head Coach
44.0,NOK,NBA,82,38,44,.463,-3.0,4,,,,,,Byron Scott,65,2005,Head Coach
45.0,NOK,NBA,82,39,43,.476,-2.0,4,,,,,,Byron Scott,65,2006,Head Coach
46.0,NOH,NBA,82,56,26,.683,15.0,1,12,7,5,.583,,Byron Scott,65,2007,Head Coach
47.0,NOH,NBA,82,49,33,.598,8.0,4,5,1,4,.200,,Byron Scott,65,2008,Head Coach
48.0,NOH,NBA,9,3,6,.333,-1.5,5,,,,,,Byron Scott,65,2009,Head Coach
49.0,CLE,NBA,82,19,63,.232,-22.0,5,,,,,,Byron Scott,65,2010,Head Coach
50.0,CLE,NBA,66,21,45,.318,-12.0,5,,,,,,Byron Scott,65,2011,Head Coach
51.0,CLE,NBA,82,24,58,.293,-17.0,5,,,,,,Byron Scott,65,2012,Head Coach
53.0,LAL,NBA,82,21,61,.256,-20.0,5,,,,,,Byron Scott,65,2014,Head Coach
54.0,LAL,NBA,82,17,65,.207,-24.0,5,,,,,,Byron Scott,65,2015,Head Coach
36.0,SEA,NBA,67,38,29,.567,4.5,5,,,,,,Nate McMillan,66,2000,Head Coach
37.0,SEA,NBA,82,45,37,.549,4.0,4,5,2,3,.400,,Nate McMillan,66,2001,Head Coach
38.0,SEA,NBA,82,40,42,.488,-1.0,5,,,,,,Nate McMillan,66,2002,Head Coach
39.0,SEA,NBA,82,37,45,.451,-4.0,5,,,,,,Nate McMillan,66,2003,Head Coach
40.0,SEA,NBA,82,52,30,.634,11.0,1,11,6,5,.545,,Nate McMillan,66,2004,Head Coach
41.0,POR,NBA,82,21,61,.256,-20.0,5,,,,,,Nate McMillan,66,2005,Head Coach
42.0,POR,NBA,82,32,50,.390,-9.0,3,,,,,,Nate McMillan,66,2006,Head Coach
43.0,POR,NBA,82,41,41,.500,0.0,3,,,,,,Nate McMillan,66,2007,Head Coach
44.0,POR,NBA,82,54,28,.659,13.0,2,6,2,4,.333,,Nate McMillan,66,2008,Head Coach
45.0,POR,NBA,82,50,32,.610,9.0,3,6,2,4,.333,,Nate McMillan,66,2009,Head Coach
46.0,POR,NBA,82,48,34,.585,7.0,3,6,2,4,.333,,Nate McMillan,66,2010,Head Coach
47.0,POR,NBA,43,20,23,.465,-1.5,4,,,,,,Nate McMillan,66,2011,Head Coach
52.0,IND,NBA,82,42,40,.512,1.0,3,4,0,4,.000,,Nate McMillan,66,2016,Head Coach
53.0,IND,NBA,82,48,34,.585,7.0,2,7,3,4,.429,,Nate McMillan,66,2017,Head Coach
54.0,IND,NBA,82,48,34,.585,7.0,2,4,0,4,.000,,Nate McMillan,66,2018,Head Coach
55.0,IND,NBA,73,45,28,.616,8.5,2,4,0,4,.000,,Nate McMillan,66,2019,Head Coach
56.0,ATL,NBA,38,27,11,.711,8.0,1,18,10,8,.556,,Nate McMillan,66,2020,Head Coach
57.0,ATL,NBA,60,29,31,.483,-1.0,3,,,,,,Nate McMillan,66,2021,Head Coach
33.0,MIN,NBA,53,13,40,.245,-13.5,5,,,,,,Sidney Lowe,67,1992,Head Coach
34.0,MIN,NBA,82,20,62,.244,-21.0,5,,,,,,Sidney Lowe,67,1993,Head Coach
41.0,VAN,NBA,82,23,59,.280,-18.0,7,,,,,,Sidney Lowe,67,2000,Head Coach
42.0,MEM,NBA,82,23,59,.280,-18.0,7,,,,,,Sidney Lowe,67,2001,Head Coach
43.0,MEM,NBA,8,0,8,.000,-4.0,6,,,,,,Sidney Lowe,67,2002,Head Coach
52.0,WAS,NBA,82.0,19.0,63.0,0.232,-22.0,7.0,,,,,,Leonard Hamilton,68,2000,Head Coach
,CHI,NBA,2,0,2,.000,-1.0,8,,,,,,Bill Berry,69,2001,Head Coach
44.0,CHI,NBA,55,17,38,.309,-10.5,8,,,,,,Bill Cartwright,70,2001,Head Coach
45.0,CHI,NBA,82,30,52,.366,-11.0,6,,,,,,Bill Cartwright,70,2002,Head Coach
46.0,CHI,NBA,14,4,10,.286,-3.0,8,,,,,,Bill Cartwright,70,2003,Head Coach
39.0,SAS,NBA,61,39,22,.639,8.5,2,10,5,5,.500,,John Lucas,71,1992,Head Coach
40.0,SAS,NBA,82,55,27,.671,14.0,2,4,1,3,.250,,John Lucas,71,1993,Head Coach
41.0,PHI,NBA,82,24,58,.293,-17.0,6,,,,,,John Lucas,71,1994,Head Coach
42.0,PHI,NBA,82,18,64,.220,-23.0,7,,,,,,John Lucas,71,1995,Head Coach
48.0,CLE,NBA,82,29,53,.354,-12.0,7,,,,,,John Lucas,71,2001,Head Coach
49.0,CLE,NBA,42,8,34,.190,-13.0,8,,,,,,John Lucas,71,2002,Head Coach
46.0,DEN,NBA,56,18,38,.321,-10.0,6,,,,,,Mike Evans,72,2001,Head Coach
42.0,DET,NBA,82,50,32,.610,9.0,1,10,4,6,.400,,Rick Carlisle,73,2001,Head Coach
43.0,DET,NBA,82,50,32,.610,9.0,1,17,8,9,.471,,Rick Carlisle,73,2002,Head Coach
44.0,IND,NBA,82,61,21,.744,20.0,1,16,10,6,.625,,Rick Carlisle,73,2003,Head Coach
45.0,IND,NBA,82,44,38,.537,3.0,3,13,6,7,.462,,Rick Carlisle,73,2004,Head Coach
46.0,IND,NBA,82,41,41,.500,0.0,3,6,2,4,.333,,Rick Carlisle,73,2005,Head Coach
47.0,IND,NBA,82,35,47,.427,-6.0,4,,,,,,Rick Carlisle,73,2006,Head Coach
49.0,DAL,NBA,82,50,32,.610,9.0,3,10,5,5,.500,,Rick Carlisle,73,2008,Head Coach
50.0,DAL,NBA,82,55,27,.671,14.0,1,6,2,4,.333,,Rick Carlisle,73,2009,Head Coach
51.0,DAL,NBA,82,57,25,.695,16.0,2,21,16,5,.762,NBA Champions,Rick Carlisle,73,2010,Head Coach
52.0,DAL,NBA,66,36,30,.545,3.0,3,4,0,4,.000,,Rick Carlisle,73,2011,Head Coach
53.0,DAL,NBA,82,41,41,.500,0.0,4,,,,,,Rick Carlisle,73,2012,Head Coach
54.0,DAL,NBA,82,49,33,.598,8.0,4,7,3,4,.429,,Rick Carlisle,73,2013,Head Coach
55.0,DAL,NBA,82,50,32,.610,9.0,4,5,1,4,.200,,Rick Carlisle,73,2014,Head Coach
56.0,DAL,NBA,82,42,40,.512,1.0,2,5,1,4,.200,,Rick Carlisle,73,2015,Head Coach
57.0,DAL,NBA,82,33,49,.402,-8.0,5,,,,,,Rick Carlisle,73,2016,Head Coach
58.0,DAL,NBA,82,24,58,.293,-17.0,4,,,,,,Rick Carlisle,73,2017,Head Coach
59.0,DAL,NBA,82,33,49,.402,-8.0,5,,,,,,Rick Carlisle,73,2018,Head Coach
60.0,DAL,NBA,75,43,32,.573,5.5,2,6,2,4,.333,,Rick Carlisle,73,2019,Head Coach
61.0,DAL,NBA,72,42,30,.583,6.0,1,7,3,4,.429,,Rick Carlisle,73,2020,Head Coach
62.0,IND,NBA,61,20,41,.328,-10.5,4,,,,,,Rick Carlisle,73,2021,Head Coach
38.0,LAC,NBA,21,9,12,.429,-1.5,5,,,,,,Don Chaney,74,1984,Head Coach
39.0,LAC,NBA,82,32,50,.390,-9.0,4,,,,,,Don Chaney,74,1985,Head Coach
40.0,LAC,NBA,82,12,70,.146,-29.0,6,,,,,,Don Chaney,74,1986,Head Coach
42.0,HOU,NBA,82,45,37,.549,4.0,2,4,1,3,.250,,Don Chaney,74,1988,Head Coach
43.0,HOU,NBA,82,41,41,.500,0.0,5,4,1,3,.250,,Don Chaney,74,1989,Head Coach
44.0,HOU,NBA,82,52,30,.634,11.0,3,3,0,3,.000,,Don Chaney,74,1990,Head Coach
45.0,HOU,NBA,52,26,26,.500,0.0,3,,,,,,Don Chaney,74,1991,Head Coach
47.0,DET,NBA,82,20,62,.244,-21.0,7,,,,,,Don Chaney,74,1993,Head Coach
48.0,DET,NBA,82,28,54,.341,-13.0,7,,,,,,Don Chaney,74,1994,Head Coach
55.0,NYK,NBA,63,20,43,.317,-11.5,7,,,,,,Don Chaney,74,2001,Head Coach
56.0,NYK,NBA,82,37,45,.451,-4.0,6,,,,,,Don Chaney,74,2002,Head Coach
57.0,NYK,NBA,39,15,24,.385,-4.5,3,,,,,,Don Chaney,74,2003,Head Coach
43.0,PHO,NBA,31,11,20,.355,-4.5,6,,,,,,Frank Johnson,75,2001,Head Coach
44.0,PHO,NBA,82,44,38,.537,3.0,4,6,2,4,.333,,Frank Johnson,75,2002,Head Coach
45.0,PHO,NBA,21,8,13,.381,-2.5,6,,,,,,Frank Johnson,75,2003,Head Coach
45.0,POR,NBA,82,49,33,.598,8.0,3,3,0,3,.000,,Maurice Cheeks,76,2001,Head Coach
46.0,POR,NBA,82,50,32,.610,9.0,3,7,3,4,.429,,Maurice Cheeks,76,2002,Head Coach
47.0,POR,NBA,82,41,41,.500,0.0,3,,,,,,Maurice Cheeks,76,2003,Head Coach
48.0,POR,NBA,55,22,33,.400,-5.5,4,,,,,,Maurice Cheeks,76,2004,Head Coach
49.0,PHI,NBA,82,38,44,.463,-3.0,2,,,,,,Maurice Cheeks,76,2005,Head Coach
50.0,PHI,NBA,82,35,47,.427,-6.0,3,,,,,,Maurice Cheeks,76,2006,Head Coach
51.0,PHI,NBA,82,40,42,.488,-1.0,3,6,2,4,.333,,Maurice Cheeks,76,2007,Head Coach
52.0,PHI,NBA,23,9,14,.391,-2.5,2,,,,,,Maurice Cheeks,76,2008,Head Coach
57.0,DET,NBA,50,21,29,.420,-4.0,4,,,,,,Maurice Cheeks,76,2013,Head Coach
45.0,ATL,NBA,55,24,31,.436,-3.5,5,,,,,,Terry Stotts,77,2002,Head Coach
46.0,ATL,NBA,82,28,54,.341,-13.0,7,,,,,,Terry Stotts,77,2003,Head Coach
48.0,MIL,NBA,82,40,42,.488,-1.0,5,5,1,4,.200,,Terry Stotts,77,2005,Head Coach
49.0,MIL,NBA,64,23,41,.359,-9.0,5,,,,,,Terry Stotts,77,2006,Head Coach
55.0,POR,NBA,82,33,49,.402,-8.0,4,,,,,,Terry Stotts,77,2012,Head Coach
56.0,POR,NBA,82,54,28,.659,13.0,2,11,5,6,.455,,Terry Stotts,77,2013,Head Coach
57.0,POR,NBA,82,51,31,.622,10.0,1,5,1,4,.200,,Terry Stotts,77,2014,Head Coach
58.0,POR,NBA,82,44,38,.537,3.0,2,11,5,6,.455,,Terry Stotts,77,2015,Head Coach
59.0,POR,NBA,82,41,41,.500,0.0,3,4,0,4,.000,,Terry Stotts,77,2016,Head Coach
60.0,POR,NBA,82,49,33,.598,8.0,1,4,0,4,.000,,Terry Stotts,77,2017,Head Coach
61.0,POR,NBA,82,53,29,.646,12.0,2,16,8,8,.500,,Terry Stotts,77,2018,Head Coach
62.0,POR,NBA,74,35,39,.473,-2.0,4,5,1,4,.200,,Terry Stotts,77,2019,Head Coach
63.0,POR,NBA,72,42,30,.583,6.0,3,6,2,4,.333,,Terry Stotts,77,2020,Head Coach
38.0,CLE,NBA,40,9,31,.225,-11.0,8,,,,,,Keith Smart,78,2002,Head Coach
46.0,GSW,NBA,82,36,46,.439,-5.0,3,,,,,,Keith Smart,78,2010,Head Coach
47.0,SAC,NBA,59,20,39,.339,-9.5,5,,,,,,Keith Smart,78,2011,Head Coach
48.0,SAC,NBA,82,28,54,.341,-13.0,4,,,,,,Keith Smart,78,2012,Head Coach
50.0,DEN,NBA,82,17,65,.207,-24.0,7,,,,,,Jeff Bzdelik,79,2002,Head Coach
51.0,DEN,NBA,82,43,39,.524,2.0,6,5,1,4,.200,,Jeff Bzdelik,79,2003,Head Coach
52.0,DEN,NBA,28,13,15,.464,-1.0,2,,,,,,Jeff Bzdelik,79,2004,Head Coach
38.0,GSW,NBA,82,38,44,.463,-3.0,6,,,,,,Eric Musselman,80,2002,Head Coach
39.0,GSW,NBA,82,37,45,.451,-4.0,4,,,,,,Eric Musselman,80,2003,Head Coach
42.0,SAC,NBA,82,33,49,.402,-8.0,5,,,,,,Eric Musselman,80,2006,Head Coach
48.0,LAC,NBA,24,8,16,.333,-4.0,7,,,,,,Dennis Johnson,81,2002,Head Coach
41.0,KEN,ABA,84,58,26,.690,16.0,1,15,12,3,.800,ABA Champions,Hubie Brown,82,1974,Head Coach
42.0,KEN,ABA,84,46,38,.548,4.0,4,10,5,5,.500,,Hubie Brown,82,1975,Head Coach
43.0,ATL,NBA,82,31,51,.378,-10.0,6,,,,,,Hubie Brown,82,1976,Head Coach
44.0,ATL,NBA,82,41,41,.500,0.0,4,2,0,2,.000,,Hubie Brown,82,1977,Head Coach
45.0,ATL,NBA,82,46,36,.561,5.0,3,9,5,4,.556,,Hubie Brown,82,1978,Head Coach
46.0,ATL,NBA,82,50,32,.610,9.0,1,5,1,4,.200,,Hubie Brown,82,1979,Head Coach
47.0,ATL,NBA,79,31,48,.392,-8.5,4,,,,,,Hubie Brown,82,1980,Head Coach
49.0,NYK,NBA,82,44,38,.537,3.0,4,6,2,4,.333,,Hubie Brown,82,1982,Head Coach
50.0,NYK,NBA,82,47,35,.573,6.0,3,12,6,6,.500,,Hubie Brown,82,1983,Head Coach
51.0,NYK,NBA,82,24,58,.293,-17.0,5,,,,,,Hubie Brown,82,1984,Head Coach
52.0,NYK,NBA,82,23,59,.280,-18.0,5,,,,,,Hubie Brown,82,1985,Head Coach
53.0,NYK,NBA,16,4,12,.250,-4.0,5,,,,,,Hubie Brown,82,1986,Head Coach
69.0,MEM,NBA,74,28,46,.378,-9.0,6,,,,,,Hubie Brown,82,2002,Head Coach
70.0,MEM,NBA,82,50,32,.610,9.0,4,4,0,4,.000,,Hubie Brown,82,2003,Head Coach
71.0,MEM,NBA,12,5,7,.417,-1.0,4,,,,,,Hubie Brown,82,2004,Head Coach
48.0,BOS,NBA,36,14,22,.389,-4.0,4,4,0,4,.000,,John Carroll,83,2003,Head Coach
40.0,CHI,NBA,2,0,2,.000,-1.0,8,,,,,,Pete Myers,84,2003,Head Coach
44.0,CHI,NBA,1,0,1,.000,-0.5,4,,,,,,Pete Myers,84,2007,Head Coach
44.0,MIA,NBA,82,42,40,.512,1.0,2,13,6,7,.462,,Stan Van Gundy,85,2003,Head Coach
45.0,MIA,NBA,82,59,23,.720,18.0,1,15,11,4,.733,,Stan Van Gundy,85,2004,Head Coach
46.0,MIA,NBA,21,11,10,.524,0.5,1,,,,,,Stan Van Gundy,85,2005,Head Coach
48.0,ORL,NBA,82,52,30,.634,11.0,1,10,5,5,.500,,Stan Van Gundy,85,2007,Head Coach
49.0,ORL,NBA,82,59,23,.720,18.0,1,24,13,11,.542,EC Champions,Stan Van Gundy,85,2008,Head Coach
50.0,ORL,NBA,82,59,23,.720,18.0,1,14,10,4,.714,,Stan Van Gundy,85,2009,Head Coach
51.0,ORL,NBA,82,52,30,.634,11.0,2,6,2,4,.333,,Stan Van Gundy,85,2010,Head Coach
52.0,ORL,NBA,66,37,29,.561,4.0,3,5,1,4,.200,,Stan Van Gundy,85,2011,Head Coach
55.0,DET,NBA,82,32,50,.390,-9.0,5,,,,,,Stan Van Gundy,85,2014,Head Coach
56.0,DET,NBA,82,44,38,.537,3.0,3,4,0,4,.000,,Stan Van Gundy,85,2015,Head Coach
57.0,DET,NBA,82,37,45,.451,-4.0,5,,,,,,Stan Van Gundy,85,2016,Head Coach
58.0,DET,NBA,82,39,43,.476,-2.0,4,,,,,,Stan Van Gundy,85,2017,Head Coach
61.0,NOP,NBA,72,31,41,.431,-5.0,4,,,,,,Stan Van Gundy,85,2020,Head Coach
40.0,MIL,NBA,82,41,41,.500,0.0,4,5,1,4,.200,,Terry Porter,86,2003,Head Coach
41.0,MIL,NBA,82,30,52,.366,-11.0,5,,,,,,Terry Porter,86,2004,Head Coach
45.0,PHO,NBA,51,28,23,.549,2.5,2,,,,,,Terry Porter,86,2008,Head Coach
33.0,NJN,NBA,40,25,15,.625,5.0,1,11,7,4,.636,,Lawrence Frank,87,2003,Head Coach
34.0,NJN,NBA,82,42,40,.512,1.0,3,4,0,4,.000,,Lawrence Frank,87,2004,Head Coach
35.0,NJN,NBA,82,49,33,.598,8.0,1,11,5,6,.455,,Lawrence Frank,87,2005,Head Coach
36.0,NJN,NBA,82,41,41,.500,0.0,2,12,6,6,.500,,Lawrence Frank,87,2006,Head Coach
37.0,NJN,NBA,82,34,48,.415,-7.0,4,,,,,,Lawrence Frank,87,2007,Head Coach
38.0,NJN,NBA,82,34,48,.415,-7.0,3,,,,,,Lawrence Frank,87,2008,Head Coach
39.0,NJN,NBA,16,0,16,.000,-8.0,5,,,,,,Lawrence Frank,87,2009,Head Coach
41.0,DET,NBA,66,25,41,.379,-8.0,4,,,,,,Lawrence Frank,87,2011,Head Coach
42.0,DET,NBA,82,29,53,.354,-12.0,4,,,,,,Lawrence Frank,87,2012,Head Coach
45.0,NYK,NBA,1,1,0,1.000,0.5,3,,,,,,Herb Williams,88,2003,Head Coach
46.0,NYK,NBA,43,16,27,.372,-5.5,5,,,,,,Herb Williams,88,2004,Head Coach
47.0,PHI,NBA,52,21,31,.404,-5.0,5,,,,,,Randy Ayers,89,2003,Head Coach
47.0,TOR,NBA,82,33,49,.402,-8.0,6,,,,,,Kevin O'Neill,90,2003,Head Coach
46.0,ATL,NBA,82,13,69,.159,-28.0,5,,,,,,Mike Woodson,91,2004,Head Coach
47.0,ATL,NBA,82,26,56,.317,-15.0,5,,,,,,Mike Woodson,91,2005,Head Coach
48.0,ATL,NBA,82,30,52,.366,-11.0,5,,,,,,Mike Woodson,91,2006,Head Coach
49.0,ATL,NBA,82,37,45,.451,-4.0,3,7,3,4,.429,,Mike Woodson,91,2007,Head Coach
50.0,ATL,NBA,82,47,35,.573,6.0,2,11,4,7,.364,,Mike Woodson,91,2008,Head Coach
51.0,ATL,NBA,82,53,29,.646,12.0,2,11,4,7,.364,,Mike Woodson,91,2009,Head Coach
53.0,NYK,NBA,24,18,6,.750,6.0,2,5,1,4,.200,,Mike Woodson,91,2011,Head Coach
54.0,NYK,NBA,82,54,28,.659,13.0,1,12,6,6,.500,,Mike Woodson,91,2012,Head Coach
55.0,NYK,NBA,82,37,45,.451,-4.0,3,,,,,,Mike Woodson,91,2013,Head Coach
53.0,TOR,NBA,82,21,61,.256,-20.0,8,,,,,,Brendan Malone,92,1995,Head Coach
62.0,CLE,NBA,18,8,10,.444,-1.0,4,,,,,,Brendan Malone,92,2004,Head Coach
39.0,DAL,NBA,18,16,2,.889,7.0,2,13,6,7,.462,,Avery Johnson,93,2004,Head Coach
40.0,DAL,NBA,82,60,22,.732,19.0,2,23,14,9,.609,WC Champions,Avery Johnson,93,2005,Head Coach
41.0,DAL,NBA,82,67,15,.817,26.0,1,6,2,4,.333,,Avery Johnson,93,2006,Head Coach
42.0,DAL,NBA,82,51,31,.622,10.0,4,5,1,4,.200,,Avery Johnson,93,2007,Head Coach
45.0,NJN,NBA,82,24,58,.293,-17.0,4,,,,,,Avery Johnson,93,2010,Head Coach
46.0,NJN,NBA,66,22,44,.333,-11.0,5,,,,,,Avery Johnson,93,2011,Head Coach
47.0,BRK,NBA,28,14,14,.500,0.0,2,,,,,,Avery Johnson,93,2012,Head Coach
48.0,DEN,NBA,14,4,10,.286,-3.0,2,,,,,,Michael Cooper,94,2004,Head Coach
57.0,GSW,NBA,82.0,34.0,48.0,0.415,-7.0,5.0,,,,,,Mike Montgomery,95,2004,Head Coach
58.0,GSW,NBA,82.0,34.0,48.0,0.415,-7.0,5.0,,,,,,Mike Montgomery,95,2005,Head Coach
44.0,MIL,NBA,65,23,42,.354,-9.5,6,,,,,,Frank Hamblen,96,1991,Head Coach
57.0,LAL,NBA,39,10,29,.256,-9.5,4,,,,,,Frank Hamblen,96,2004,Head Coach
47.0,MIN,NBA,31.0,19.0,12.0,0.613,3.5,3.0,,,,,,Kevin McHale,97,2004,Head Coach
51.0,MIN,NBA,63.0,20.0,43.0,0.317,-11.5,4.0,,,,,,Kevin McHale,97,2008,Head Coach
54.0,HOU,NBA,66.0,34.0,32.0,0.515,1.0,4.0,,,,,,Kevin McHale,97,2011,Head Coach
55.0,HOU,NBA,82.0,45.0,37.0,0.549,4.0,3.0,6.0,2.0,4.0,0.333,,Kevin McHale,97,2012,Head Coach
56.0,HOU,NBA,82.0,54.0,28.0,0.659,13.0,2.0,6.0,2.0,4.0,0.333,,Kevin McHale,97,2013,Head Coach
57.0,HOU,NBA,82.0,56.0,26.0,0.683,15.0,1.0,17.0,9.0,8.0,0.529,,Kevin McHale,97,2014,Head Coach
58.0,HOU,NBA,11.0,4.0,7.0,0.364,-1.5,4.0,,,,,,Kevin McHale,97,2015,Head Coach
35.0,ORL,NBA,18,5,13,.278,-4.0,3,,,,,,Chris Jent,98,2004,Head Coach
37.0,POR,NBA,27.0,5.0,22.0,0.185,-8.5,4.0,,,,,,Kevin Pritchard,99,2004,Head Coach
41.0,TOR,NBA,82,33,49,.402,-8.0,4,,,,,,Sam Mitchell,100,2004,Head Coach
42.0,TOR,NBA,82,27,55,.329,-14.0,4,,,,,,Sam Mitchell,100,2005,Head Coach
43.0,TOR,NBA,82,47,35,.573,6.0,1,6,2,4,.333,,Sam Mitchell,100,2006,Head Coach
44.0,TOR,NBA,82,41,41,.500,0.0,2,5,1,4,.200,,Sam Mitchell,100,2007,Head Coach
45.0,TOR,NBA,17,8,9,.471,-0.5,4,,,,,,Sam Mitchell,100,2008,Head Coach
52.0,MIN,NBA,82,29,53,.354,-12.0,5,,,,,,Sam Mitchell,100,2015,Head Coach
35.0,CLE,NBA,82,50,32,.610,9.0,2,13,7,6,.538,,Mike Brown,101,2005,Head Coach
36.0,CLE,NBA,82,50,32,.610,9.0,2,20,12,8,.600,EC Champions,Mike Brown,101,2006,Head Coach
37.0,CLE,NBA,82,45,37,.549,4.0,2,13,7,6,.538,,Mike Brown,101,2007,Head Coach
38.0,CLE,NBA,82,66,16,.805,25.0,1,14,10,4,.714,,Mike Brown,101,2008,Head Coach
39.0,CLE,NBA,82,61,21,.744,20.0,1,11,6,5,.545,,Mike Brown,101,2009,Head Coach
41.0,LAL,NBA,66,41,25,.621,8.0,1,12,5,7,.417,,Mike Brown,101,2011,Head Coach
42.0,LAL,NBA,5,1,4,.200,-1.5,3,,,,,,Mike Brown,101,2012,Head Coach
43.0,CLE,NBA,82,33,49,.402,-8.0,3,,,,,,Mike Brown,101,2013,Head Coach
48.0,MIN,NBA,82,33,49,.402,-8.0,4,,,,,,Dwane Casey,102,2005,Head Coach
49.0,MIN,NBA,40,20,20,.500,0.0,4,,,,,,Dwane Casey,102,2006,Head Coach
54.0,TOR,NBA,66,23,43,.348,-10.0,4,,,,,,Dwane Casey,102,2011,Head Coach
55.0,TOR,NBA,82,34,48,.415,-7.0,5,,,,,,Dwane Casey,102,2012,Head Coach
56.0,TOR,NBA,82,48,34,.585,7.0,1,7,3,4,.429,,Dwane Casey,102,2013,Head Coach
57.0,TOR,NBA,82,49,33,.598,8.0,1,4,0,4,.000,,Dwane Casey,102,2014,Head Coach
58.0,TOR,NBA,82,56,26,.683,15.0,1,20,10,10,.500,,Dwane Casey,102,2015,Head Coach
59.0,TOR,NBA,82,51,31,.622,10.0,2,10,4,6,.400,,Dwane Casey,102,2016,Head Coach
60.0,TOR,NBA,82,59,23,.720,18.0,1,10,4,6,.400,,Dwane Casey,102,2017,Head Coach
61.0,DET,NBA,82,41,41,.500,0.0,3,4,0,4,.000,,Dwane Casey,102,2018,Head Coach
62.0,DET,NBA,66,20,46,.303,-13.0,4,,,,,,Dwane Casey,102,2019,Head Coach
63.0,DET,NBA,72,20,52,.278,-16.0,5,,,,,,Dwane Casey,102,2020,Head Coach
64.0,DET,NBA,60,14,46,.233,-16.0,5,,,,,,Dwane Casey,102,2021,Head Coach
44.0,SAS,NBA,82,28,54,.341,-13.0,6,,,,,,Bob Weiss,103,1986,Head Coach
45.0,SAS,NBA,82,31,51,.378,-10.0,5,3,0,3,.000,,Bob Weiss,103,1987,Head Coach
48.0,ATL,NBA,82,43,39,.524,2.0,4,5,2,3,.400,,Bob Weiss,103,1990,Head Coach
49.0,ATL,NBA,82,38,44,.463,-3.0,5,,,,,,Bob Weiss,103,1991,Head Coach
50.0,ATL,NBA,82,43,39,.524,2.0,4,3,0,3,.000,,Bob Weiss,103,1992,Head Coach
51.0,LAC,NBA,82,27,55,.329,-14.0,7,,,,,,Bob Weiss,103,1993,Head Coach
63.0,SEA,NBA,30,13,17,.433,-2.0,3,,,,,,Bob Weiss,103,2005,Head Coach
60.0,MEM,NBA,52,16,36,.308,-10.0,5,,,,,,Tony Barone,104,2006,Head Coach
42.0,MIL,NBA,18,5,13,.278,-4.0,5,,,,,,Larry Krystkowiak,105,2006,Head Coach
43.0,MIL,NBA,82,26,56,.317,-15.0,5,,,,,,Larry Krystkowiak,105,2007,Head Coach
44.0,CHA,NBA,82,32,50,.390,-9.0,4,,,,,,Sam Vincent,106,2007,Head Coach
52.0,CHI,NBA,56,24,32,.429,-4.0,4,,,,,,Jim Boylan,107,2007,Head Coach
57.0,MIL,NBA,50,22,28,.440,-3.0,3,4,0,4,.000,,Jim Boylan,107,2012,Head Coach
51.0,MEM,NBA,82,22,60,.268,-19.0,5,,,,,,Marc Iavaroni,108,2007,Head Coach
52.0,MEM,NBA,41,11,30,.268,-9.5,5,,,,,,Marc Iavaroni,108,2008,Head Coach
50.0,SAC,NBA,82,38,44,.463,-3.0,4,,,,,,Reggie Theus,109,2007,Head Coach
51.0,SAC,NBA,24,6,18,.250,-6.0,5,,,,,,Reggie Theus,109,2008,Head Coach
